ticket_id,customer_id,category,status,created_date,resolved_date
T00493,C0301,Billing,Resolved,2025-03-24,2025-03-27
T00494,C0500,Technical,Open,2025-04-22,
T00495,C0406,Login,Resolved,2025-02-14,2025-02-23
T00496,C0356,Account,Open,2025-02-27,
T00497,C0341,Account,Open,2025-04-07,
T00498,C0158,Payment,Resolved,2025-01-01,2025-01-11
T00499,C0201,Account,Resolved,2025-06-04,2025-06-10
T00500,C0472,Account,Resolved,2025-05-25,2025-05-27
T00501,C0480,Login,Resolved,2025-01-20,2025-01-24
T00502,C0178,Payment,Resolved,2025-01-23,2025-01-29
T00503,C0229,Billing,Resolved,2025-03-05,2025-03-07
T00504,C0180,Payment,Open,2025-01-01,
T00505,C0025,Login,Resolved,2025-04-18,2025-04-21
T00506,C0453,Login,Resolved,2025-04-07,2025-04-13
T00507,C0280,Login,Resolved,2025-05-03,2025-05-13
T00508,C0334,Technical,Resolved,2025-01-19,2025-01-20
T00509,C0151,Billing,Resolved,2025-01-27,2025-01-29
T00510,C0176,Technical,Open,2025-02-11,
T00511,C0375,Billing,Resolved,2025-01-24,2025-01-30
T00512,C0305,Account,Open,2025-06-30,
T00513,C0016,Login,Pending,2025-02-12,
T00514,C0311,Login,Resolved,2025-01-26,2025-02-01
T00515,C0106,Technical,Resolved,2025-05-22,2025-05-31
T00516,C0136,Payment,Resolved,2025-01-25,2025-01-26
T00517,C0202,Account,Resolved,2025-05-06,2025-05-09
T00518,C0028,Payment,Resolved,2025-01-23,2025-01-28
T00519,C0422,Account,Resolved,2025-01-25,2025-01-26
T00520,C0106,Technical,Resolved,2025-01-21,2025-01-29
T00521,C0433,Billing,Resolved,2025-04-12,2025-04-20
T00522,C0251,Payment,Resolved,2025-05-20,2025-05-27
T00523,C0095,Payment,Open,2025-04-05,
T00524,C0096,Login,Resolved,2025-04-23,2025-05-01
T00525,C0135,Technical,Open,2025-05-25,
T00526,C0032,Technical,Open,2025-06-20,
T00527,C0050,Billing,Resolved,2025-05-19,2025-05-26
T00528,C0498,Account,Resolved,2025-01-16,2025-01-23
T00529,C0420,Account,Resolved,2025-05-18,2025-05-26
T00530,C0294,Technical,Resolved,2025-01-21,2025-01-28
T00531,C0463,Billing,Resolved,2025-05-13,2025-05-23
T00532,C0347,Account,Resolved,2025-04-25,2025-04-28
T00533,C0486,Technical,Pending,2025-02-19,
T00534,C0065,Billing,Resolved,2025-06-24,2025-07-01
T00535,C0104,Technical,Open,2025-03-08,
T00536,C0164,Billing,Resolved,2025-05-23,2025-05-30
T00537,C0283,Payment,Open,2025-05-14,
T00538,C0235,Billing,Open,2025-06-09,
T00539,C0301,Account,Open,2025-01-29,
T00540,C0213,Technical,Resolved,2025-05-31,2025-06-10
T00541,C0389,Billing,Pending,2025-05-25,
T00542,C0400,Billing,Open,2025-05-18,
T00543,C0451,Payment,Open,2025-03-09,
T00544,C0197,Login,Resolved,2025-05-02,2025-05-03
T00545,C0089,Payment,Resolved,2025-06-08,2025-06-18
T00546,C0349,Login,Resolved,2025-03-26,2025-03-30
T00547,C0026,Login,Pending,2025-04-06,
T00548,C0011,Payment,Open,2025-03-19,
T00549,C0160,Payment,Open,2025-06-28,
T00550,C0351,Billing,Pending,2025-02-28,
T00551,C0069,Payment,Pending,2025-04-24,
T00552,C0397,Payment,Resolved,2025-04-17,2025-04-27
T00553,C0331,Billing,Resolved,2025-02-24,2025-03-03
T00554,C0380,Login,Open,2025-04-06,
T00555,C0421,Billing,Resolved,2025-02-10,2025-02-12
T00556,C0160,Account,Resolved,2025-05-15,2025-05-25
T00557,C0015,Technical,Resolved,2025-02-21,2025-02-22
T00558,C0128,Billing,Resolved,2025-04-03,2025-04-07
T00559,C0141,Payment,Open,2025-05-10,
T00560,C0204,Billing,Resolved,2025-03-03,2025-03-09
T00561,C0251,Account,Resolved,2025-05-02,2025-05-12
T00562,C0283,Payment,Resolved,2025-03-08,2025-03-10
T00563,C0146,Billing,Resolved,2025-02-11,2025-02-21
T00564,C0400,Technical,Open,2025-06-15,
T00565,C0116,Technical,Resolved,2025-04-15,2025-04-24
T00566,C0011,Billing,Resolved,2025-02-03,2025-02-06
T00567,C0308,Billing,Resolved,2025-06-05,2025-06-10
T00568,C0365,Payment,Resolved,2025-04-07,2025-04-13
T00569,C0236,Payment,Resolved,2025-03-19,2025-03-28
T00570,C0423,Account,Resolved,2025-01-27,2025-01-28
T00571,C0262,Payment,Resolved,2025-06-02,2025-06-12
T00572,C0145,Payment,Resolved,2025-05-04,2025-05-06
T00573,C0173,Payment,Resolved,2025-03-12,2025-03-17
T00574,C0336,Payment,Resolved,2025-05-13,2025-05-17
T00575,C0461,Billing,Open,2025-06-03,
T00576,C0207,Payment,Resolved,2025-01-07,2025-01-15
T00577,C0152,Payment,Pending,2025-04-14,
T00578,C0199,Billing,Resolved,2025-05-27,2025-05-31
T00579,C0176,Technical,Resolved,2025-06-13,2025-06-21
T00580,C0465,Payment,Resolved,2025-02-13,2025-02-22
T00581,C0093,Payment,Resolved,2025-02-02,2025-02-07
T00582,C0372,Account,Open,2025-02-16,
T00583,C0485,Payment,Resolved,2025-02-26,2025-03-04
T00584,C0115,Payment,Resolved,2025-03-26,2025-04-01
T00585,C0134,Account,Resolved,2025-01-31,2025-02-08
T00586,C0028,Account,Resolved,2025-06-08,2025-06-10
T00587,C0242,Technical,Resolved,2025-06-24,2025-07-01
T00588,C0272,Payment,Resolved,2025-02-08,2025-02-11
T00589,C0103,Payment,Resolved,2025-05-26,2025-06-03
T00590,C0074,Payment,Open,2025-02-16,
T00591,C0399,Billing,Resolved,2025-06-11,2025-06-14
T00592,C0161,Billing,Resolved,2025-03-12,2025-03-16
T00593,C0390,Technical,Resolved,2025-02-10,2025-02-18
T00594,C0403,Billing,Resolved,2025-04-22,2025-04-29
T00595,C0207,Login,Pending,2025-04-09,
T00596,C0003,Billing,Resolved,2025-04-06,2025-04-07
T00597,C0457,Payment,Open,2025-05-16,
T00598,C0098,Billing,Resolved,2025-06-10,2025-06-14
T00599,C0116,Payment,Resolved,2025-01-27,2025-02-03
T00600,C0258,Account,Resolved,2025-01-17,2025-01-18
T00601,C0153,Payment,Resolved,2025-05-14,2025-05-24
T00602,C0269,Payment,Resolved,2025-06-25,2025-06-28
T00603,C0176,Login,Resolved,2025-02-18,2025-02-21
T00604,C0486,Login,Resolved,2025-02-27,2025-03-02
T00605,C0109,Billing,Resolved,2025-02-13,2025-02-15
T00606,C0188,Billing,Resolved,2025-06-13,2025-06-18
T00607,C0395,Account,Resolved,2025-06-02,2025-06-03
T00608,C0339,Billing,Resolved,2025-01-06,2025-01-07
T00609,C0354,Billing,Resolved,2025-04-08,2025-04-10
T00610,C0281,Payment,Resolved,2025-02-09,2025-02-13
T00611,C0356,Billing,Resolved,2025-06-19,2025-06-21
T00612,C0340,Account,Resolved,2025-06-05,2025-06-08
T00613,C0215,Billing,Resolved,2025-06-08,2025-06-10
T00614,C0145,Billing,Open,2025-05-08,
T00615,C0102,Account,Resolved,2025-03-09,2025-03-18
T00616,C0499,Technical,Resolved,2025-04-15,2025-04-20
T00617,C0083,Billing,Resolved,2025-02-23,2025-03-03
T00618,C0170,Technical,Resolved,2025-06-21,2025-06-23
T00619,C0465,Billing,Open,2025-06-21,
T00620,C0253,Technical,Pending,2025-05-11,
T00621,C0039,Billing,Pending,2025-06-14,
T00622,C0119,Login,Pending,2025-03-17,
T00623,C0136,Login,Resolved,2025-02-14,2025-02-15
T00624,C0437,Payment,Resolved,2025-06-23,2025-06-29
T00625,C0219,Billing,Resolved,2025-01-12,2025-01-13
T00626,C0437,Technical,Resolved,2025-02-13,2025-02-19
T00627,C0184,Login,Pending,2025-03-10,
T00628,C0450,Billing,Resolved,2025-03-29,2025-04-01
T00629,C0059,Login,Resolved,2025-04-27,2025-05-02
T00630,C0428,Login,Resolved,2025-05-03,2025-05-10
T00631,C0333,Technical,Resolved,2025-06-28,2025-06-29
T00632,C0483,Technical,Resolved,2025-06-01,2025-06-09
T00633,C0411,Account,Resolved,2025-02-16,2025-02-26
T00634,C0195,Payment,Resolved,2025-06-25,2025-06-28
T00635,C0248,Login,Resolved,2025-04-16,2025-04-24
T00636,C0024,Billing,Resolved,2025-03-22,2025-03-23
T00637,C0361,Account,Open,2025-05-28,
T00638,C0371,Account,Resolved,2025-06-21,2025-06-27
T00639,C0266,Account,Resolved,2025-06-08,2025-06-10
T00640,C0222,Technical,Resolved,2025-06-19,2025-06-26
T00641,C0077,Account,Open,2025-06-06,
T00642,C0028,Billing,Resolved,2025-02-10,2025-02-19
T00643,C0435,Login,Open,2025-02-12,
T00644,C0039,Login,Resolved,2025-03-26,2025-03-31
T00645,C0026,Account,Resolved,2025-06-14,2025-06-21
T00646,C0207,Technical,Resolved,2025-04-24,2025-05-04
T00647,C0230,Billing,Open,2025-04-25,
T00648,C0162,Billing,Pending,2025-06-17,
T00649,C0010,Billing,Resolved,2025-01-10,2025-01-19
T00650,C0282,Billing,Open,2025-06-04,
T00651,C0494,Account,Resolved,2025-05-11,2025-05-20
T00652,C0106,Login,Pending,2025-04-04,
T00653,C0423,Billing,Open,2025-04-27,
T00654,C0170,Account,Open,2025-06-03,
T00655,C0243,Payment,Open,2025-01-30,
T00656,C0050,Technical,Resolved,2025-04-01,2025-04-06
T00657,C0281,Account,Resolved,2025-01-28,2025-01-29
T00658,C0460,Technical,Resolved,2025-04-15,2025-04-17
T00659,C0131,Account,Resolved,2025-01-31,2025-02-07
T00660,C0111,Login,Open,2025-02-18,
T00661,C0367,Payment,Resolved,2025-04-17,2025-04-18
T00662,C0475,Account,Resolved,2025-04-26,2025-05-04
T00663,C0338,Account,Pending,2025-02-04,
T00664,C0494,Login,Resolved,2025-01-13,2025-01-22
T00665,C0479,Login,Open,2025-05-04,
T00666,C0474,Account,Open,2025-02-15,
T00667,C0355,Account,Resolved,2025-02-02,2025-02-04
T00668,C0199,Account,Resolved,2025-03-24,2025-04-02
T00669,C0452,Login,Resolved,2025-06-05,2025-06-09
T00670,C0141,Login,Pending,2025-03-17,
T00671,C0232,Technical,Resolved,2025-06-04,2025-06-13
T00672,C0154,Account,Open,2025-05-22,
T00673,C0324,Technical,Resolved,2025-06-09,2025-06-14
T00674,C0352,Payment,Pending,2025-02-03,
T00675,C0364,Technical,Resolved,2025-06-27,2025-07-03
T00676,C0364,Billing,Open,2025-05-24,
T00677,C0246,Account,Resolved,2025-06-20,2025-06-27
T00678,C0346,Account,Resolved,2025-04-19,2025-04-20
T00679,C0268,Billing,Resolved,2025-02-07,2025-02-08
T00680,C0344,Billing,Resolved,2025-02-11,2025-02-16
T00681,C0350,Payment,Resolved,2025-01-16,2025-01-21
T00682,C0105,Account,Resolved,2025-04-26,2025-04-28
T00683,C0316,Account,Open,2025-06-15,
T00684,C0288,Login,Resolved,2025-06-28,2025-07-03
T00685,C0355,Billing,Pending,2025-04-10,
T00686,C0214,Payment,Pending,2025-01-14,
T00687,C0007,Payment,Resolved,2025-04-24,2025-04-28
T00688,C0467,Payment,Open,2025-05-20,
T00689,C0379,Account,Resolved,2025-02-19,2025-02-24
T00690,C0230,Technical,Pending,2025-01-20,
T00691,C0096,Technical,Open,2025-01-31,
T00692,C0194,Billing,Resolved,2025-05-23,2025-05-28
T00693,C0067,Technical,Resolved,2025-03-07,2025-03-08
T00694,C0170,Login,Open,2025-02-09,
T00695,C0021,Technical,Pending,2025-06-02,
T00696,C0027,Account,Open,2025-03-19,
T00697,C0252,Account,Resolved,2025-01-19,2025-01-25
T00698,C0270,Technical,Pending,2025-05-14,
T00699,C0035,Account,Resolved,2025-05-20,2025-05-29
T00700,C0207,Billing,Resolved,2025-02-24,2025-03-02
T00701,C0170,Payment,Resolved,2025-06-08,2025-06-17
T00702,C0244,Account,Open,2025-06-16,
T00703,C0005,Billing,Resolved,2025-04-25,2025-04-29
T00704,C0464,Account,Pending,2025-03-04,
T00705,C0491,Billing,Resolved,2025-03-24,2025-03-31
T00706,C0469,Billing,Resolved,2025-05-19,2025-05-24
T00707,C0013,Account,Open,2025-04-06,
T00708,C0264,Account,Resolved,2025-01-12,2025-01-17
T00709,C0460,Technical,Resolved,2025-01-22,2025-01-24
T00710,C0086,Account,Resolved,2025-06-10,2025-06-12
T00711,C0108,Technical,Open,2025-04-19,
T00712,C0428,Billing,Resolved,2025-06-29,2025-07-06
T00713,C0332,Billing,Open,2025-02-09,
T00714,C0013,Login,Open,2025-01-10,
T00715,C0045,Billing,Resolved,2025-03-06,2025-03-15
T00716,C0037,Account,Open,2025-03-08,
T00717,C0209,Login,Resolved,2025-04-14,2025-04-21
T00718,C0162,Billing,Resolved,2025-01-31,2025-02-09
T00719,C0004,Account,Resolved,2025-05-30,2025-05-31
T00720,C0359,Billing,Resolved,2025-05-09,2025-05-11
T00721,C0149,Payment,Resolved,2025-03-14,2025-03-22
T00722,C0196,Login,Open,2025-01-08,
T00723,C0243,Technical,Resolved,2025-02-04,2025-02-11
T00724,C0408,Account,Resolved,2025-06-12,2025-06-15
T00725,C0153,Payment,Pending,2025-01-03,
T00726,C0284,Account,Resolved,2025-01-11,2025-01-12
T00727,C0294,Account,Resolved,2025-05-21,2025-05-23
T00728,C0157,Technical,Open,2025-03-30,
T00729,C0109,Login,Pending,2025-05-12,
T00730,C0073,Technical,Resolved,2025-06-07,2025-06-12
T00731,C0100,Billing,Resolved,2025-05-26,2025-05-27
T00732,C0436,Account,Resolved,2025-05-21,2025-05-23
T00733,C0149,Billing,Resolved,2025-02-20,2025-03-02
T00734,C0250,Payment,Resolved,2025-06-21,2025-06-25
T00735,C0052,Payment,Resolved,2025-02-19,2025-02-25
T00736,C0249,Login,Resolved,2025-06-18,2025-06-23
T00737,C0356,Account,Resolved,2025-05-26,2025-06-01
T00738,C0414,Payment,Pending,2025-02-13,
T00739,C0003,Payment,Resolved,2025-02-26,2025-03-05
T00740,C0142,Payment,Resolved,2025-03-26,2025-04-03
T00741,C0237,Login,Resolved,2025-03-20,2025-03-28
T00742,C0283,Billing,Resolved,2025-06-05,2025-06-07
T00743,C0431,Payment,Open,2025-02-05,
T00744,C0457,Account,Resolved,2025-06-10,2025-06-12
T00745,C0373,Billing,Open,2025-05-10,
T00746,C0324,Billing,Open,2025-05-29,
T00747,C0208,Account,Resolved,2025-01-10,2025-01-19
T00748,C0134,Account,Open,2025-05-19,
T00749,C0242,Technical,Resolved,2025-02-27,2025-03-09
T00750,C0376,Payment,Resolved,2025-05-09,2025-05-18
T00751,C0047,Login,Resolved,2025-01-03,2025-01-07
T00752,C0435,Account,Resolved,2025-05-12,2025-05-15
T00753,C0229,Technical,Resolved,2025-05-25,2025-05-28
T00754,C0377,Login,Pending,2025-01-11,
T00755,C0113,Login,Resolved,2025-03-09,2025-03-15
T00756,C0120,Billing,Resolved,2025-05-13,2025-05-19
T00757,C0199,Login,Pending,2025-01-12,
T00758,C0021,Payment,Resolved,2025-05-14,2025-05-19
T00759,C0428,Payment,Resolved,2025-05-26,2025-05-29
T00760,C0193,Login,Resolved,2025-06-17,2025-06-19
T00761,C0265,Payment,Resolved,2025-02-27,2025-03-08
T00762,C0208,Payment,Open,2025-03-30,
T00763,C0250,Login,Open,2025-01-02,
T00764,C0257,Technical,Resolved,2025-02-28,2025-03-02
T00765,C0264,Payment,Resolved,2025-02-17,2025-02-20
T00766,C0186,Account,Open,2025-01-31,
T00767,C0339,Technical,Resolved,2025-03-26,2025-03-28
T00768,C0247,Login,Resolved,2025-06-01,2025-06-04
T00769,C0332,Login,Resolved,2025-01-12,2025-01-15
T00770,C0294,Account,Resolved,2025-06-11,2025-06-20
T00771,C0021,Account,Resolved,2025-02-12,2025-02-17
T00772,C0473,Technical,Resolved,2025-04-14,2025-04-24
T00773,C0497,Account,Resolved,2025-06-19,2025-06-24
T00774,C0485,Billing,Resolved,2025-06-05,2025-06-13
T00775,C0445,Login,Resolved,2025-04-16,2025-04-26
T00776,C0074,Account,Open,2025-02-16,
T00777,C0320,Account,Resolved,2025-06-25,2025-07-01
T00778,C0473,Login,Resolved,2025-01-18,2025-01-22
T00779,C0194,Login,Resolved,2025-01-05,2025-01-09
T00780,C0268,Account,Resolved,2025-02-08,2025-02-18
T00781,C0050,Technical,Resolved,2025-06-07,2025-06-17
T00782,C0020,Account,Resolved,2025-01-31,2025-02-02
T00783,C0247,Technical,Pending,2025-05-19,
T00784,C0424,Billing,Open,2025-06-23,
T00785,C0333,Login,Resolved,2025-04-05,2025-04-06
T00786,C0358,Account,Resolved,2025-05-04,2025-05-11
T00787,C0180,Account,Open,2025-06-28,
T00788,C0295,Billing,Resolved,2025-03-07,2025-03-15
T00789,C0393,Technical,Pending,2025-01-22,
T00790,C0146,Account,Open,2025-04-15,
T00791,C0132,Technical,Resolved,2025-01-02,2025-01-12
T00792,C0268,Billing,Resolved,2025-04-07,2025-04-11
T00793,C0353,Payment,Resolved,2025-01-28,2025-01-31
T00794,C0219,Account,Resolved,2025-05-18,2025-05-25
T00795,C0290,Payment,Resolved,2025-06-24,2025-07-01
T00796,C0387,Technical,Resolved,2025-05-23,2025-05-31
T00797,C0092,Payment,Resolved,2025-05-04,2025-05-09
T00798,C0158,Account,Resolved,2025-06-30,2025-07-07
T00799,C0377,Technical,Open,2025-06-18,
T00800,C0061,Technical,Resolved,2025-06-29,2025-07-02
T00801,C0052,Technical,Resolved,2025-03-28,2025-04-06
T00802,C0315,Billing,Resolved,2025-06-12,2025-06-13
T00803,C0412,Billing,Open,2025-05-01,
T00804,C0475,Account,Resolved,2025-01-17,2025-01-22
T00805,C0114,Payment,Resolved,2025-01-10,2025-01-17
T00806,C0477,Login,Resolved,2025-05-14,2025-05-19
T00807,C0365,Account,Resolved,2025-02-14,2025-02-22
T00808,C0225,Billing,Resolved,2025-06-18,2025-06-27
T00809,C0147,Technical,Resolved,2025-06-03,2025-06-12
T00810,C0265,Technical,Resolved,2025-06-22,2025-06-23
T00811,C0185,Technical,Resolved,2025-02-10,2025-02-12
T00812,C0142,Login,Resolved,2025-04-12,2025-04-19
T00813,C0301,Technical,Resolved,2025-06-30,2025-07-02
T00814,C0471,Billing,Resolved,2025-05-24,2025-06-03
T00815,C0179,Payment,Pending,2025-03-12,
T00816,C0116,Account,Pending,2025-04-27,
T00817,C0477,Login,Resolved,2025-03-08,2025-03-11
T00818,C0209,Account,Resolved,2025-01-19,2025-01-28
T00819,C0151,Payment,Pending,2025-05-12,
T00820,C0490,Payment,Open,2025-05-28,
T00821,C0129,Login,Pending,2025-05-25,
T00822,C0248,Technical,Open,2025-04-28,
T00823,C0349,Login,Open,2025-01-08,
T00824,C0247,Billing,Resolved,2025-04-08,2025-04-12
T00825,C0347,Technical,Open,2025-04-16,
T00826,C0490,Payment,Resolved,2025-01-03,2025-01-08
T00827,C0128,Payment,Resolved,2025-06-22,2025-06-28
T00828,C0039,Account,Pending,2025-05-02,
T00829,C0161,Payment,Resolved,2025-05-27,2025-06-01
T00830,C0094,Technical,Resolved,2025-02-21,2025-02-25
T00831,C0377,Technical,Open,2025-02-22,
T00832,C0118,Technical,Open,2025-06-08,
T00833,C0183,Technical,Open,2025-01-31,
T00834,C0472,Billing,Resolved,2025-06-19,2025-06-27
T00835,C0315,Billing,Open,2025-05-19,
T00836,C0491,Billing,Open,2025-04-06,
T00837,C0318,Payment,Resolved,2025-05-28,2025-06-02
T00838,C0252,Technical,Pending,2025-05-11,
T00839,C0144,Login,Resolved,2025-05-28,2025-05-31
T00840,C0028,Account,Open,2025-05-03,
T00841,C0482,Account,Resolved,2025-03-30,2025-04-06
T00842,C0441,Technical,Resolved,2025-01-31,2025-02-09
T00843,C0236,Payment,Resolved,2025-01-04,2025-01-08
T00844,C0195,Account,Resolved,2025-04-03,2025-04-13
T00845,C0442,Payment,Resolved,2025-03-09,2025-03-13
T00846,C0138,Login,Pending,2025-03-29,
T00847,C0188,Technical,Resolved,2025-02-23,2025-03-02
T00848,C0359,Payment,Resolved,2025-04-13,2025-04-18
T00849,C0231,Technical,Resolved,2025-05-28,2025-06-01
T00850,C0417,Billing,Open,2025-03-02,
T00851,C0285,Login,Open,2025-02-20,
T00852,C0075,Technical,Resolved,2025-01-03,2025-01-06
T00853,C0216,Login,Resolved,2025-06-11,2025-06-20
T00854,C0274,Payment,Open,2025-03-18,
T00855,C0129,Account,Open,2025-01-13,
T00856,C0204,Billing,Resolved,2025-01-16,2025-01-20
T00857,C0417,Payment,Resolved,2025-06-11,2025-06-13
T00858,C0231,Payment,Resolved,2025-04-03,2025-04-12
T00859,C0286,Payment,Resolved,2025-04-16,2025-04-18
T00860,C0180,Account,Resolved,2025-05-28,2025-06-06
T00861,C0090,Payment,Resolved,2025-06-22,2025-07-01
T00862,C0250,Login,Open,2025-04-08,
T00863,C0315,Payment,Resolved,2025-02-07,2025-02-10
T00864,C0328,Payment,Resolved,2025-06-06,2025-06-16
T00865,C0208,Billing,Resolved,2025-03-29,2025-04-02
T00866,C0161,Payment,Resolved,2025-03-10,2025-03-20
T00867,C0331,Login,Resolved,2025-04-24,2025-04-30
T00868,C0383,Account,Resolved,2025-04-26,2025-05-03
T00869,C0086,Technical,Open,2025-02-02,
T00870,C0373,Technical,Resolved,2025-06-29,2025-07-01
T00871,C0108,Technical,Resolved,2025-01-25,2025-01-27
T00872,C0480,Login,Resolved,2025-01-07,2025-01-14
T00873,C0269,Billing,Resolved,2025-06-08,2025-06-11
T00874,C0044,Login,Resolved,2025-03-05,2025-03-10
T00875,C0227,Technical,Resolved,2025-02-13,2025-02-14
T00876,C0018,Payment,Open,2025-03-25,
T00877,C0443,Login,Resolved,2025-05-19,2025-05-24
T00878,C0281,Login,Resolved,2025-06-28,2025-07-07
T00879,C0091,Account,Resolved,2025-06-11,2025-06-21
T00880,C0223,Account,Resolved,2025-05-17,2025-05-22
T00881,C0466,Payment,Resolved,2025-02-28,2025-03-02
T00882,C0227,Payment,Resolved,2025-03-08,2025-03-11
T00883,C0156,Billing,Resolved,2025-02-04,2025-02-10
T00884,C0147,Login,Resolved,2025-06-26,2025-07-04
T00885,C0485,Login,Resolved,2025-04-21,2025-04-26
T00886,C0306,Technical,Open,2025-05-21,
T00887,C0192,Technical,Resolved,2025-05-24,2025-05-31
T00888,C0203,Technical,Resolved,2025-06-15,2025-06-22
T00889,C0425,Login,Resolved,2025-01-21,2025-01-28
T00890,C0321,Technical,Resolved,2025-06-06,2025-06-11
T00891,C0146,Account,Open,2025-04-16,
T00892,C0097,Billing,Resolved,2025-03-16,2025-03-18
T00893,C0327,Login,Resolved,2025-03-11,2025-03-21
T00894,C0252,Technical,Resolved,2025-02-08,2025-02-09
T00895,C0497,Account,Resolved,2025-01-27,2025-02-01
T00896,C0138,Technical,Open,2025-01-03,
T00897,C0120,Billing,Resolved,2025-05-07,2025-05-11
T00898,C0176,Login,Resolved,2025-05-08,2025-05-14
T00899,C0238,Billing,Resolved,2025-02-07,2025-02-08
T00900,C0137,Login,Resolved,2025-05-01,2025-05-04
T00901,C0099,Payment,Open,2025-01-04,
T00902,C0063,Technical,Resolved,2025-04-24,2025-04-28
T00903,C0378,Billing,Resolved,2025-01-25,2025-02-03
T00904,C0341,Technical,Resolved,2025-06-24,2025-06-29
T00905,C0480,Payment,Resolved,2025-01-11,2025-01-20
T00906,C0267,Billing,Resolved,2025-06-13,2025-06-18
T00907,C0102,Payment,Open,2025-06-20,
T00908,C0112,Billing,Resolved,2025-04-22,2025-04-28
T00909,C0008,Technical,Open,2025-05-30,
T00910,C0062,Login,Open,2025-01-03,
T00911,C0497,Billing,Resolved,2025-06-26,2025-07-04
T00912,C0353,Account,Resolved,2025-01-23,2025-01-27
T00913,C0081,Login,Resolved,2025-06-08,2025-06-14
T00914,C0477,Billing,Resolved,2025-06-15,2025-06-18
T00915,C0360,Account,Open,2025-02-02,
T00916,C0250,Technical,Resolved,2025-05-23,2025-05-29
T00917,C0413,Login,Open,2025-01-06,
T00918,C0353,Login,Resolved,2025-02-04,2025-02-09
T00919,C0461,Billing,Resolved,2025-04-23,2025-05-02
T00920,C0151,Account,Resolved,2025-02-18,2025-02-28
T00921,C0096,Account,Resolved,2025-04-30,2025-05-05
T00922,C0445,Account,Pending,2025-05-22,
T00923,C0083,Billing,Resolved,2025-04-26,2025-05-01
T00924,C0420,Payment,Resolved,2025-04-27,2025-04-28
T00925,C0398,Account,Resolved,2025-02-17,2025-02-18
T00926,C0318,Payment,Open,2025-03-03,
T00927,C0165,Billing,Resolved,2025-05-18,2025-05-25
T00928,C0098,Account,Resolved,2025-05-22,2025-05-25
T00929,C0314,Payment,Resolved,2025-06-14,2025-06-20
T00930,C0057,Billing,Resolved,2025-01-18,2025-01-19
T00931,C0428,Technical,Resolved,2025-01-09,2025-01-13
T00932,C0055,Login,Resolved,2025-01-09,2025-01-19
T00933,C0329,Login,Resolved,2025-05-15,2025-05-25
T00934,C0360,Account,Resolved,2025-04-04,2025-04-08
T00935,C0311,Billing,Resolved,2025-02-23,2025-03-03
T00936,C0476,Billing,Resolved,2025-06-13,2025-06-14
T00937,C0185,Account,Open,2025-04-17,
T00938,C0421,Payment,Open,2025-01-15,
T00939,C0422,Account,Resolved,2025-01-11,2025-01-13
T00940,C0428,Payment,Resolved,2025-02-25,2025-03-06
T00941,C0050,Billing,Open,2025-05-17,
T00942,C0198,Technical,Resolved,2025-06-18,2025-06-22
T00943,C0292,Technical,Resolved,2025-05-23,2025-05-30
T00944,C0383,Billing,Open,2025-05-28,
T00945,C0184,Login,Open,2025-04-20,
T00946,C0453,Billing,Resolved,2025-02-16,2025-02-25
T00947,C0206,Account,Resolved,2025-02-10,2025-02-19
T00948,C0308,Login,Pending,2025-03-22,
T00949,C0282,Payment,Open,2025-04-16,
T00950,C0392,Login,Open,2025-03-24,
T00951,C0312,Technical,Resolved,2025-02-24,2025-03-03
T00952,C0393,Account,Pending,2025-03-07,
T00953,C0185,Login,Resolved,2025-04-12,2025-04-13
T00954,C0372,Billing,Pending,2025-06-02,
T00955,C0009,Account,Resolved,2025-03-19,2025-03-20
T00956,C0154,Technical,Resolved,2025-03-22,2025-03-23
T00957,C0396,Payment,Pending,2025-05-11,
T00958,C0285,Account,Pending,2025-02-09,
T00959,C0049,Billing,Resolved,2025-02-09,2025-02-12
T00960,C0136,Payment,Open,2025-03-05,
T00961,C0120,Payment,Open,2025-01-24,
T00962,C0293,Login,Resolved,2025-02-25,2025-02-27
T00963,C0371,Payment,Open,2025-02-14,
T00964,C0250,Account,Open,2025-01-25,
T00965,C0305,Payment,Resolved,2025-05-28,2025-06-04
T00966,C0041,Billing,Pending,2025-03-27,
T00967,C0179,Login,Resolved,2025-01-31,2025-02-04
T00968,C0383,Account,Pending,2025-06-12,
T00969,C0399,Login,Resolved,2025-05-15,2025-05-16
T00970,C0164,Account,Resolved,2025-03-25,2025-04-03
T00971,C0358,Technical,Resolved,2025-06-22,2025-06-29
T00972,C0498,Login,Open,2025-05-28,
T00973,C0259,Billing,Resolved,2025-03-16,2025-03-23
T00974,C0076,Technical,Resolved,2025-05-02,2025-05-12
T00975,C0382,Billing,Resolved,2025-03-09,2025-03-11
T00976,C0205,Account,Resolved,2025-06-28,2025-07-01
T00977,C0391,Technical,Resolved,2025-02-20,2025-02-28
T00978,C0203,Account,Resolved,2025-06-07,2025-06-16
T00979,C0127,Technical,Resolved,2025-04-21,2025-04-27
T00980,C0351,Account,Resolved,2025-06-21,2025-06-28
T00981,C0217,Payment,Resolved,2025-03-24,2025-03-30
T00982,C0305,Billing,Open,2025-02-13,
T00983,C0180,Account,Open,2025-04-24,
T00984,C0320,Technical,Resolved,2025-03-01,2025-03-05
T00985,C0351,Payment,Resolved,2025-01-22,2025-01-24
T00986,C0379,Billing,Resolved,2025-06-08,2025-06-11
